cohort,repo,file,time_days,event_observed
ml,deeppavlov,deeppavlov/models/morpho_syntax_parser/spacy_lemmatizer.py,526,0
ml,deeppavlov,deeppavlov/models/morpho_syntax_parser/syntax_parsing.py,526,0
ml,deeppavlov,deeppavlov/models/tokenizers/lazy_tokenizer.py,526,0
ml,deeppavlov,docs/conf.py,752,0
ml,deeppavlov,deeppavlov/models/doc_retrieval/bpr.py,529,0
ml,deeppavlov,deeppavlov/models/doc_retrieval/utils.py,1432,0
ml,deeppavlov,deeppavlov/models/tokenizers/spacy_tokenizer.py,2302,0
ml,deeppavlov,deeppavlov/models/vectorizers/hashing_tfidf_vectorizer.py,0,1
ml,deeppavlov,deeppavlov/dataset_readers/sq_reader.py,1980,0
ml,deeppavlov,deeppavlov/models/entity_extraction/entity_linking.py,936,0
ml,deeppavlov,deeppavlov/models/entity_extraction/find_word.py,562,0
ml,deeppavlov,deeppavlov/models/entity_extraction/ner_chunker.py,936,0
ml,deeppavlov,deeppavlov/models/kbqa/query_generator.py,1643,0
ml,deeppavlov,deeppavlov/models/kbqa/query_generator_base.py,1609,0
ml,deeppavlov,deeppavlov/models/kbqa/rel_ranking_infer.py,1643,0
ml,deeppavlov,deeppavlov/models/kbqa/ru_adj_to_noun.py,562,0
ml,deeppavlov,deeppavlov/models/kbqa/tree_to_sparql.py,1540,0
ml,deeppavlov,deeppavlov/models/kbqa/type_define.py,936,0
ml,deeppavlov,deeppavlov/models/kbqa/wiki_parser.py,0,1
ml,deeppavlov,deeppavlov/dataset_iterators/sqlite_iterator.py,2181,0
ml,deeppavlov,deeppavlov/dataset_readers/basic_classification_reader.py,2302,0
ml,deeppavlov,deeppavlov/dataset_readers/docred_reader.py,1182,0
ml,deeppavlov,deeppavlov/dataset_readers/huggingface_dataset_reader.py,865,0
ml,deeppavlov,deeppavlov/dataset_readers/imdb_reader.py,1684,0
ml,deeppavlov,deeppavlov/dataset_readers/rured_reader.py,1182,0
ml,deeppavlov,deeppavlov/deep.py,1858,0
ml,deeppavlov,deeppavlov/models/embedders/abstract_embedder.py,2231,0
ml,deeppavlov,deeppavlov/models/embedders/fasttext_embedder.py,2302,0
ml,deeppavlov,deeppavlov/models/embedders/tfidf_weighted_embedder.py,2229,0
ml,deeppavlov,deeppavlov/models/preprocessors/str_utf8_encoder.py,2191,0
ml,deeppavlov,deeppavlov/utils/agent/messages.py,1792,0
ml,deeppavlov,deeppavlov/utils/agent/rabbitmq.py,1775,0
ml,deeppavlov,deeppavlov/utils/agent/server.py,1792,0
ml,deeppavlov,deeppavlov/core/data/simple_vocab.py,1951,0
ml,deeppavlov,deeppavlov/core/trainers/fit_trainer.py,2107,0
ml,deeppavlov,deeppavlov/core/trainers/utils.py,2107,0
ml,deeppavlov,deeppavlov/dataset_iterators/huggingface_dataset_iterator.py,1478,0
ml,deeppavlov,deeppavlov/dataset_iterators/multitask_iterator.py,622,0
ml,deeppavlov,deeppavlov/dataset_readers/multitask_reader.py,622,0
ml,deeppavlov,deeppavlov/dataset_readers/squad_dataset_reader.py,2077,0
ml,deeppavlov,deeppavlov/metrics/record_metrics.py,1176,0
ml,deeppavlov,deeppavlov/models/classifiers/proba2labels.py,2229,0
ml,deeppavlov,deeppavlov/models/preprocessors/multitask_preprocessor.py,622,0
ml,deeppavlov,deeppavlov/dataset_iterators/basic_classification_iterator.py,2302,0
ml,deeppavlov,deeppavlov/models/tokenizers/ru_tokenizer.py,2302,0
ml,deeppavlov,utils/prepare/upload.py,1292,0
ml,deeppavlov,deeppavlov/__init__.py,2302,0
ml,deeppavlov,deeppavlov/core/commands/infer.py,2277,0
ml,deeppavlov,deeppavlov/download.py,2191,0
ml,deeppavlov,deeppavlov/models/__init__.py,2288,0
ml,deeppavlov,deeppavlov/models/classifiers/cos_sim_classifier.py,2280,0
ml,deeppavlov,deeppavlov/models/doc_retrieval/pop_ranker.py,2161,0
ml,deeppavlov,deeppavlov/models/preprocessors/ner_preprocessor.py,1684,0
ml,deeppavlov,deeppavlov/models/sklearn/sklearn_component.py,2229,0
ml,deeppavlov,deeppavlov/models/spelling_correction/brillmoore/error_model.py,2302,0
ml,deeppavlov,deeppavlov/vocabs/typos.py,2302,0
ml,deeppavlov,deeppavlov/core/trainers/nn_trainer.py,2107,0
ml,deeppavlov,deeppavlov/core/common/chainer.py,1980,0
ml,deeppavlov,deeppavlov/core/models/component.py,2302,0
ml,deeppavlov,deeppavlov/core/models/serializable.py,2277,0
ml,deeppavlov,deeppavlov/models/api_requester/api_requester.py,1844,0
ml,deeppavlov,deeppavlov/utils/server/server.py,1973,0
ml,deeppavlov,deeppavlov/core/common/file.py,2277,0
ml,deeppavlov,deeppavlov/models/preprocessors/re_preprocessor.py,1182,0
ml,deeppavlov,deeppavlov/dataset_readers/torchtext_classification_data_reader.py,1571,0
ml,deeppavlov,deeppavlov/core/common/metrics_registry.py,1844,0
ml,deeppavlov,deeppavlov/core/common/check_gpu.py,2277,0
ml,deeppavlov,deeppavlov/core/layers/keras_layers.py,2302,0
ml,deeppavlov,deeppavlov/core/layers/tf_attention_mechanisms.py,2277,0
ml,deeppavlov,deeppavlov/core/layers/tf_csoftmax_attention.py,2277,0
ml,deeppavlov,deeppavlov/core/layers/tf_layers.py,2303,0
ml,deeppavlov,deeppavlov/core/models/keras_model.py,2075,0
ml,deeppavlov,deeppavlov/core/models/tf_backend.py,2277,0
ml,deeppavlov,deeppavlov/models/ranking/keras_siamese_model.py,2244,0
ml,deeppavlov,deeppavlov/models/ranking/matching_models/dam_utils/layers.py,2036,0
ml,deeppavlov,deeppavlov/models/ranking/matching_models/dam_utils/operations.py,2036,0
ml,deeppavlov,deeppavlov/models/ranking/siamese_model.py,2036,0
ml,deeppavlov,deeppavlov/models/ranking/tf_base_matching_model.py,1844,0
ml,deeppavlov,deeppavlov/core/commands/utils.py,887,0
ml,deeppavlov,deeppavlov/core/common/log_events.py,888,0
ml,deeppavlov,deeppavlov/models/bert/bert_sequence_tagger.py,1825,0
ml,deeppavlov,deeppavlov/models/morpho_tagger/cells.py,1861,0
ml,deeppavlov,deeppavlov/models/morpho_tagger/common.py,1825,0
ml,deeppavlov,deeppavlov/models/morpho_tagger/common_tagger.py,1861,0
ml,deeppavlov,deeppavlov/models/morpho_tagger/lemmatizer.py,1861,0
ml,deeppavlov,deeppavlov/models/preprocessors/bert_preprocessor.py,2033,0
ml,deeppavlov,deeppavlov/models/syntax_parser/joint.py,1825,0
ml,deeppavlov,deeppavlov/models/syntax_parser/network.py,1825,0
ml,deeppavlov,deeppavlov/models/syntax_parser/parser.py,1825,0
ml,deeppavlov,deeppavlov/models/vectorizers/word_vectorizer.py,0,1
ml,deeppavlov,deeppavlov/core/common/aliases.py,958,0
ml,deeppavlov,deeppavlov/models/bert/bert_classifier.py,2077,0
ml,deeppavlov,deeppavlov/models/classifiers/keras_classification_model.py,2167,0
ml,deeppavlov,deeppavlov/dataset_readers/intent_catcher_reader.py,1432,0
ml,deeppavlov,deeppavlov/models/intent_catcher/intent_catcher.py,1432,0
ml,deeppavlov,deeppavlov/core/data/sqlite_database.py,2302,0
ml,deeppavlov,deeppavlov/dataset_iterators/dialog_iterator.py,1644,0
ml,deeppavlov,deeppavlov/dataset_iterators/dstc2_intents_iterator.py,2302,0
ml,deeppavlov,deeppavlov/dataset_iterators/file_paths_iterator.py,2191,0
ml,deeppavlov,deeppavlov/dataset_iterators/kvret_dialog_iterator.py,2302,0
ml,deeppavlov,deeppavlov/dataset_readers/file_paths_reader.py,2191,0
ml,deeppavlov,deeppavlov/dataset_readers/kbqa_reader.py,1980,0
ml,deeppavlov,deeppavlov/dataset_readers/kvret_reader.py,2302,0
ml,deeppavlov,deeppavlov/dataset_readers/md_yaml_dialogs_reader.py,1432,0
ml,deeppavlov,deeppavlov/dataset_readers/siamese_reader.py,0,1
ml,deeppavlov,deeppavlov/dataset_readers/ubuntu_v2_mt_reader.py,2036,0
ml,deeppavlov,deeppavlov/models/embedders/bow_embedder.py,2302,0
ml,deeppavlov,deeppavlov/models/embedders/glove_embedder.py,2302,0
ml,deeppavlov,deeppavlov/models/kbqa/sentence_answer.py,1432,0
ml,deeppavlov,deeppavlov/models/preprocessors/assemble_embeddings_matrix.py,2277,0
ml,deeppavlov,deeppavlov/models/preprocessors/capitalization.py,2280,0
ml,deeppavlov,deeppavlov/models/preprocessors/char_splitter.py,2302,0
ml,deeppavlov,deeppavlov/models/preprocessors/random_embeddings_matrix.py,2277,0
ml,deeppavlov,deeppavlov/models/preprocessors/russian_lemmatizer.py,2302,0
ml,deeppavlov,deeppavlov/models/ranking/bilstm_siamese_network.py,2244,0
ml,deeppavlov,deeppavlov/models/ranking/rel_ranker.py,1643,0
ml,deeppavlov,deeppavlov/models/slotfill/slotfill.py,2302,0
ml,deeppavlov,deeppavlov/models/slotfill/slotfill_raw.py,2302,0
ml,deeppavlov,deeppavlov/models/tokenizers/ru_sent_tokenizer.py,2302,0
ml,deeppavlov,deeppavlov/dataset_iterators/squad_iterator.py,2077,0
ml,deeppavlov,deeppavlov/models/bert/bert_squad.py,2077,0
ml,deeppavlov,deeppavlov/models/preprocessors/squad_preprocessor.py,2033,0
ml,deeppavlov,deeppavlov/models/squad/squad.py,2302,0
ml,deeppavlov,deeppavlov/models/multitask_bert/multitask_bert.py,1577,0
ml,deeppavlov,deeppavlov/models/kbqa/entity_linking.py,1577,0
ml,deeppavlov,deeppavlov/models/kbqa/kbqa_entity_linking.py,1577,0
ml,deeppavlov,deeppavlov/models/kbqa/query_generator_online.py,1609,0
ml,deeppavlov,deeppavlov/models/kbqa/rel_ranking_bert_infer.py,1643,0
ml,deeppavlov,deeppavlov/models/kbqa/template_matcher.py,1643,0
ml,deeppavlov,deeppavlov/models/kbqa/wiki_parser_online.py,1609,0
ml,deeppavlov,deeppavlov/contrib/data/tools/train_set_generation.py,1614,0
ml,deeppavlov,deeppavlov/models/go_bot/dto/dataset_features.py,1644,0
ml,deeppavlov,deeppavlov/models/go_bot/go_bot.py,1644,0
ml,deeppavlov,deeppavlov/models/go_bot/nlg/dto/json_nlg_response.py,1644,0
ml,deeppavlov,deeppavlov/models/go_bot/nlg/mock_json_nlg_manager.py,1432,0
ml,deeppavlov,deeppavlov/models/go_bot/nlg/nlg_manager.py,1432,0
ml,deeppavlov,deeppavlov/models/go_bot/nlg/nlg_manager_interface.py,1432,0
ml,deeppavlov,deeppavlov/models/go_bot/nlu/dto/nlu_response.py,1644,0
ml,deeppavlov,deeppavlov/models/go_bot/nlu/dto/text_vectorization_response.py,1644,0
ml,deeppavlov,deeppavlov/models/go_bot/nlu/nlu_manager.py,1644,0
ml,deeppavlov,deeppavlov/models/go_bot/nlu/nlu_manager_interface.py,1644,0
ml,deeppavlov,deeppavlov/models/go_bot/nlu/tokens_vectorizer.py,1644,0
ml,deeppavlov,deeppavlov/models/go_bot/policy/dto/attn_params.py,1644,0
ml,deeppavlov,deeppavlov/models/go_bot/policy/dto/policy_network_params.py,1644,0
ml,deeppavlov,deeppavlov/models/go_bot/policy/dto/policy_prediction.py,1644,0
ml,deeppavlov,deeppavlov/models/go_bot/policy/policy_network.py,1644,0
ml,deeppavlov,deeppavlov/models/go_bot/tracker/dialogue_state_tracker.py,1432,0
ml,deeppavlov,deeppavlov/models/go_bot/tracker/featurized_tracker.py,1432,0
ml,deeppavlov,deeppavlov/models/go_bot/tracker/tracker_interface.py,1644,0
ml,deeppavlov,deeppavlov/models/go_bot/wrapper.py,2191,0
ml,deeppavlov,deeppavlov/models/ner/NER_model.py,1684,0
ml,deeppavlov,deeppavlov/models/ner/network.py,2302,0
ml,deeppavlov,deeppavlov/models/torch_bert/crf.py,956,0
ml,deeppavlov,deeppavlov/utils/alexa/request_parameters.py,1882,0
ml,deeppavlov,deeppavlov/utils/alexa/server.py,0,1
ml,deeppavlov,deeppavlov/utils/alice/request_parameters.py,1882,0
ml,deeppavlov,deeppavlov/utils/alice/server.py,1858,0
ml,deeppavlov,deeppavlov/utils/connector/bot.py,1858,0
ml,deeppavlov,deeppavlov/utils/connector/conversation.py,1858,0
ml,deeppavlov,deeppavlov/utils/ms_bot_framework/server.py,1882,0
ml,deeppavlov,deeppavlov/utils/telegram/telegram_ui.py,1858,0
ml,deeppavlov,deeppavlov/models/bert/bert_ranker.py,2033,0
ml,deeppavlov,deeppavlov/models/preprocessors/siamese_preprocessor.py,2244,0
ml,deeppavlov,deeppavlov/models/ranking/deep_attention_matching_network_use_transformer.py,2036,0
ml,deeppavlov,deeppavlov/models/ranking/sequential_matching_network.py,2036,0
ml,deeppavlov,deeppavlov/models/embedders/elmo_embedder.py,2258,0
ml,deeppavlov,deeppavlov/models/ner/bio.py,2191,0
ml,deeppavlov,deeppavlov/models/ner/svm.py,2191,0
ml,deeppavlov,deeppavlov/models/tokenizers/jieba_tokenizer.py,1609,0
ml,deeppavlov,deeppavlov/core/common/base.py,1154,0
ml,deeppavlov,deeppavlov/models/nemo/asr.py,1681,0
ml,deeppavlov,deeppavlov/models/nemo/common.py,1681,0
ml,deeppavlov,deeppavlov/models/nemo/tts.py,1681,0
ml,deeppavlov,deeppavlov/models/nemo/vocoder.py,1681,0
ml,deeppavlov,deeppavlov/dataset_iterators/ner_few_shot_iterator.py,2191,0
ml,deeppavlov,deeppavlov/dataset_iterators/snips_intents_iterator.py,1958,0
ml,deeppavlov,deeppavlov/dataset_iterators/snips_ner_iterator.py,1958,0
ml,deeppavlov,deeppavlov/dataset_readers/snips_reader.py,1958,0
ml,deeppavlov,deeppavlov/models/classifiers/ru_obscenity_classifier.py,1844,0
ml,deeppavlov,deeppavlov/models/morpho_tagger/morpho_tagger.py,0,1
ml,deeppavlov,deeppavlov/models/ranking/bilstm_gru_siamese_network.py,2244,0
ml,deeppavlov,deeppavlov/models/ranking/mpm_siamese_network.py,2240,0
ml,deeppavlov,deeppavlov/models/ranking/siamese_predictor.py,2244,0
ml,deeppavlov,deeppavlov/skills/aiml_skill/aiml_skill.py,1858,0
ml,deeppavlov,deeppavlov/skills/dsl_skill/context.py,1946,0
ml,deeppavlov,deeppavlov/skills/dsl_skill/dsl_skill.py,1946,0
ml,deeppavlov,deeppavlov/skills/dsl_skill/handlers/handler.py,1946,0
ml,deeppavlov,deeppavlov/skills/dsl_skill/handlers/regex_handler.py,1946,0
ml,deeppavlov,deeppavlov/skills/dsl_skill/utils.py,1946,0
ml,deeppavlov,deeppavlov/skills/rasa_skill/rasa_skill.py,1858,0
ml,deeppavlov,deeppavlov/dataset_iterators/elmo_file_paths_iterator.py,2191,0
ml,deeppavlov,deeppavlov/models/elmo/bilm_model.py,2191,0
ml,deeppavlov,deeppavlov/models/elmo/elmo.py,2191,0
ml,deeppavlov,deeppavlov/models/elmo/elmo2tfhub.py,2191,0
ml,deeppavlov,deeppavlov/models/elmo/elmo_model.py,2191,0
ml,deeppavlov,deeppavlov/models/elmo/train_utils.py,2191,0
ml,deeppavlov,deeppavlov/metrics/mse.py,1576,0
ml,deeppavlov,deeppavlov/models/relation_extraction/losses.py,1182,0
ml,deeppavlov,deeppavlov/models/classifiers/utils.py,2302,0
ml,deeppavlov,deeppavlov/models/embedders/transformers_embedder.py,1735,0
ml,deeppavlov,deeppavlov/dataset_readers/insurance_reader.py,2174,0
ml,deeppavlov,deeppavlov/dataset_readers/ontonotes_reader.py,2302,0
ml,deeppavlov,deeppavlov/dataset_readers/paraphraser_pretrain_reader.py,2174,0
ml,deeppavlov,deeppavlov/dataset_readers/quora_question_pairs_reader.py,2240,0
ml,deeppavlov,deeppavlov/dataset_readers/ubuntu_dstc7_mt_reader.py,2036,0
ml,deeppavlov,deeppavlov/dataset_readers/ubuntu_v1_mt_reader.py,2036,0
ml,deeppavlov,deeppavlov/models/ranking/deep_attention_matching_network.py,2036,0
ml,deeppavlov,utils/prepare/hashes.py,2191,0
ml,deeppavlov,deeppavlov/core/common/registry.py,2277,0
ml,deeppavlov,deeppavlov/models/seq2seq_go_bot/bot.py,2302,0
ml,deeppavlov,deeppavlov/models/seq2seq_go_bot/dialog_state.py,1844,0
ml,deeppavlov,deeppavlov/models/seq2seq_go_bot/kb.py,2302,0
ml,deeppavlov,deeppavlov/models/seq2seq_go_bot/kb_attn_layer.py,1844,0
ml,deeppavlov,deeppavlov/models/seq2seq_go_bot/network.py,2302,0
ml,deeppavlov,deeppavlov/evolve.py,1858,0
ml,deeppavlov,deeppavlov/models/evolution/evolution_param_generator.py,2302,0
ml,deeppavlov,deeppavlov/deprecated/skills/pattern_matching_skill/pattern_matching_skill.py,1858,0
ml,deeppavlov,deeppavlov/deprecated/skills/similarity_matching_skill/similarity_matching_skill.py,1858,0
ml,deeppavlov,deeppavlov/models/bert/bert_as_summarizer.py,1823,0
ml,deeppavlov,deeppavlov/models/torch_bert/torch_bert_as_summarizer.py,1571,0
ml,deeppavlov,deeppavlov/dataset_readers/amazon_ecommerce_reader.py,2251,0
ml,deeppavlov,deeppavlov/deprecated/skills/ecommerce_skill/bleu_retrieve.py,1858,0
ml,deeppavlov,deeppavlov/deprecated/skills/ecommerce_skill/tfidf_retrieve.py,1858,0
ml,deeppavlov,deeppavlov/models/preprocessors/ecommerce_preprocess.py,2251,0
ml,deeppavlov,deeppavlov/models/kbqa/rel_ranking_mt_bert_infer.py,1577,0
ml,deeppavlov,deeppavlov/models/preprocessors/odqa_preprocessors.py,2288,0
ml,deeppavlov,deeppavlov/models/tokenizers/utils.py,2302,0
ml,deeppavlov,deeppavlov/models/kbqa/entity_detection_parser.py,1568,0
ml,deeppavlov,deeppavlov/utils/server/metrics.py,1475,0
ml,deeppavlov,deeppavlov/metrics/correlation.py,1478,0
ml,deeppavlov,deeppavlov/models/torch_bert/torch_bert_classifier.py,1571,0
ml,deeppavlov,deeppavlov/core/trainers/__init__.py,2107,0
ml,deeppavlov,deeppavlov/core/trainers/torch_trainer.py,1571,0
ml,deeppavlov,deeppavlov/models/classifiers/torch_nets.py,1571,0
ml,deeppavlov,deeppavlov/models/preprocessors/torch_bert_preprocessor.py,1571,0
ml,deeppavlov,deeppavlov/models/torch_bert/torch_bert_sequence_tagger.py,1571,0
ml,deeppavlov,deeppavlov/models/torch_bert/torch_bert_squad.py,1571,0
ml,deeppavlov,deeppavlov/dataset_readers/rel_ranking_reader.py,1577,0
ml,deeppavlov,deeppavlov/dataset_readers/boolqa_reader.py,1580,0
ml,deeppavlov,deeppavlov/models/kbqa/kb_answer_parser_base.py,1643,0
ml,deeppavlov,deeppavlov/models/kbqa/kb_answer_parser_simple.py,1643,0
ml,deeppavlov,deeppavlov/models/kbqa/kb_tree.py,1643,0
ml,deeppavlov,deeppavlov/models/kbqa/tree_parser.py,1643,0
ml,deeppavlov,deeppavlov/models/kbqa/kb_answer_parser_wikidata.py,2077,0
ml,deeppavlov,deeppavlov/utils/pip_wrapper/pip_wrapper.py,1844,0
ml,deeppavlov,deeppavlov/models/preprocessors/transformers_preprocessor.py,1735,0
ml,deeppavlov,deeppavlov/metrics/bleu.py,2251,0
ml,deeppavlov,deeppavlov/dataset_iterators/siamese_iterator.py,2244,0
ml,deeppavlov,deeppavlov/dataset_readers/paraphraser_reader.py,2174,0
ml,deeppavlov,deeppavlov/models/tokenizers/nltk_moses_tokenizer.py,2302,0
ml,deeppavlov,deeppavlov/core/common/log.py,2277,0
