cohort,repo,file,time_days,event_observed
ml,mycroft-precise,test/scripts/test_convert.py,0,1
ml,mycroft-precise,runner/precise_runner/runner.py,531,1
ml,mycroft-precise,precise/scripts/base_script.py,277,0
ml,mycroft-precise,runner/precise_runner/__init__.py,980,0
ml,mycroft-precise,runner/test/test_runner.py,449,0
ml,mycroft-precise,precise/scripts/variable_tagger.py,0,1
ml,mycroft-precise,precise/__init__.py,1005,0
ml,mycroft-precise,runner/precise_runner/util.py,893,0
ml,mycroft-precise,runner/example.py,7,1
ml,mycroft-precise,runner/setup.py,117,1
ml,mycroft-precise,precise/trainer.py,0,1
ml,mycroft-precise,precise/scripts/record.py,117,1
ml,mycroft-precise,precise/pocketsphinx/scripts/record.py,6,1
ml,mycroft-precise,precise/scripts/stream.py,1005,0
ml,mycroft-precise,precise/pocketsphinx/__init__.py,893,0
ml,mycroft-precise,precise/pocketsphinx/scripts/__init__.py,893,0
ml,mycroft-precise,precise/pocketsphinx_listener.py,895,0
ml,mycroft-precise,precise/common.py,104,1
ml,mycroft-precise,precise/scripts/test_pocketsphinx.py,0,1
ml,mycroft-precise,precise/record.py,104,1
ml,mycroft-precise,precise/test.py,104,1
ml,mycroft-precise,precise/train.py,104,1
ml,mycroft-precise,precise/train_incremental.py,0,1
ml,mycroft-precise,precise/convert.py,104,1
ml,mycroft-precise,precise/record_keras.py,1005,0
ml,mycroft-precise,precise/stream.py,104,1
ml,mycroft-precise,precise/train_feedback.py,1005,0
ml,face-liveness-detection,livenessdetect/training.py,606,0
ml,face-liveness-detection,main.py,0,0
ml,face-liveness-detection,app/architecture.py,0,0
ml,face-liveness-detection,app/main.py,0,0
ml,face-liveness-detection,app/utils.py,589,0
ml,face-liveness-detection,livenessdetect/__init__.py,0,0
ml,face-liveness-detection,livenessdetect/dataset creation scripts/fake.py,609,0
ml,face-liveness-detection,livenessdetect/dataset creation scripts/real.py,609,0
ml,face-liveness-detection,livenessdetect/model.py,0,0
ml,face-liveness-detection,livenessdetect/utils.py,0,0
ml,face-liveness-detection,app/dataset creation scripts/fake.py,609,0
ml,face-liveness-detection,app/dataset creation scripts/real.py,609,0
ml,face-liveness-detection,app/training.py,606,0
ml,face-liveness-detection,architecture.py,589,0
ml,face-liveness-detection,facepredictor.py,589,0
ml,face-liveness-detection,training.py,0,1
ml,face-liveness-detection,eye_aspect_ratio.py,609,0
ml,face-liveness-detection,dataset creation scripts/fake.py,609,0
ml,face-liveness-detection,dataset creation scripts/real.py,609,0
ml,face-liveness-detection,eye_aspect.py,609,0
ml,face-liveness-detection,fake.py,609,0
ml,face-liveness-detection,real.py,609,0
ml,wikipedia2vec,tests/__init__.py,2127,0
ml,wikipedia2vec,tests/test_dictionary.py,2103,0
ml,wikipedia2vec,tests/test_dump_db.py,2108,0
ml,wikipedia2vec,tests/test_link_graph.py,2103,0
ml,wikipedia2vec,tests/test_mention_db.py,9,0
ml,wikipedia2vec,tests/test_wikipedia2vec.py,4,0
ml,wikipedia2vec,tests/utils/tokenizer/test_icu_tokenizer.py,2127,0
ml,wikipedia2vec,wikipedia2vec/dump_db.py,11,0
ml,wikipedia2vec,wikipedia2vec/utils/wiki_dump_reader.py,2127,0
ml,wikipedia2vec,wikipedia2vec/wikipedia2vec.py,4,0
ml,wikipedia2vec,tests/utils/sentence_detector/test_icu_sentence_detector.py,2076,0
ml,wikipedia2vec,tests/utils/tokenizer/test_mecab_tokenizer.py,2125,0
ml,wikipedia2vec,wikipedia2vec/dictionary.py,2127,0
ml,wikipedia2vec,wikipedia2vec/link_graph.py,9,0
ml,wikipedia2vec,wikipedia2vec/mention_db.py,2082,0
ml,wikipedia2vec,wikipedia2vec/utils/sentence_detector/icu_sentence_detector.py,2076,0
ml,wikipedia2vec,wikipedia2vec/utils/tokenizer/icu_tokenizer.py,2081,0
ml,wikipedia2vec,wikipedia2vec/utils/tokenizer/token.py,12,0
ml,wikipedia2vec,scripts/intrinsic_eval.py,2097,0
ml,wikipedia2vec,wikipedia2vec/__init__.py,2127,0
ml,wikipedia2vec,wikipedia2vec/cli.py,2127,0
ml,wikipedia2vec,setup.py,2127,0
ml,wikipedia2vec,scripts/gensim_wikipedia.py,2099,0
ml,wikipedia2vec,wikipedia2vec/utils/sentence_detector/sentence.py,12,0
ml,wikipedia2vec,wikipedia2vec/utils/wiki_page.py,12,0
ml,wikipedia2vec,wikipedia2vec/utils/utils.py,12,0
ml,wikipedia2vec,tests/utils/test_utils.py,12,0
ml,wikipedia2vec,wikipedia2vec/utils/__init__.py,2127,0
ml,wikipedia2vec,tests/utils/test_wiki_page.py,2127,0
ml,wikipedia2vec,tests/utils/__init__.py,2127,0
ml,wikipedia2vec,tests/utils/test_wiki_dump_reader.py,2127,0
ml,wikipedia2vec,tests/utils/sentence_detector/__init__.py,2127,0
ml,wikipedia2vec,tests/utils/sentence_detector/test_sentence.py,12,0
ml,wikipedia2vec,tests/utils/tokenizer/__init__.py,2127,0
ml,wikipedia2vec,tests/utils/tokenizer/test_jieba_tokenizer.py,2108,0
ml,wikipedia2vec,tests/utils/tokenizer/test_regexp_tokenizer.py,2127,0
ml,wikipedia2vec,tests/utils/tokenizer/test_token.py,2106,0
ml,wikipedia2vec,wikipedia2vec/utils/sentence_detector/__init__.py,2076,0
ml,wikipedia2vec,wikipedia2vec/utils/sentence_detector/base_sentence_detector.py,12,0
ml,wikipedia2vec,wikipedia2vec/utils/tokenizer/__init__.py,2127,0
ml,wikipedia2vec,wikipedia2vec/utils/tokenizer/base_tokenizer.py,12,0
ml,wikipedia2vec,wikipedia2vec/utils/tokenizer/jieba_tokenizer.py,12,0
ml,wikipedia2vec,wikipedia2vec/utils/tokenizer/mecab_tokenizer.py,12,0
ml,wikipedia2vec,wikipedia2vec/utils/tokenizer/regexp_tokenizer.py,12,0
ml,wikipedia2vec,scripts/create_projector_data.py,1987,0
ml,wikipedia2vec,examples/text_classification/main.py,1584,0
ml,wikipedia2vec,examples/text_classification/data.py,1584,0
ml,wikipedia2vec,examples/text_classification/train.py,1584,0
ml,wikipedia2vec,examples/text_classification/entity_linker.py,1584,0
ml,wikipedia2vec,examples/text_classification/model.py,1584,0
ml,wikipedia2vec,examples/text_classification/optimizer.py,1584,0
ml,wikipedia2vec,tests/test_phrase.py,2124,0
ml,wikipedia2vec,tests/test_extractor.py,2125,0
ml,road_simulator,roadsimulator/layers/layers.py,278,1
ml,road_simulator,roadsimulator/layers/noise.py,279,1
ml,road_simulator,roadsimulator/layers/utils.py,0,1
ml,road_simulator,roadsimulator/simulator.py,279,0
ml,road_simulator,tests/tests_colors.py,276,0
ml,road_simulator,tests/tests_layers.py,276,0
ml,road_simulator,tests/tests_noise.py,276,0
ml,road_simulator,tests/tests_simulator.py,276,0
ml,road_simulator,roadsimulator/basic_objects.py,279,0
ml,road_simulator,roadsimulator/colors.py,279,0
ml,road_simulator,examples/example.py,279,0
ml,road_simulator,examples/__init__.py,1,0
ml,road_simulator,examples/example_dashed.py,279,0
ml,road_simulator,examples/example_dim.py,9,1
ml,road_simulator,examples/example_mini.py,274,0
ml,road_simulator,examples/model_cnn.py,274,0
ml,road_simulator,roadsimulator/__init__.py,1,0
ml,road_simulator,roadsimulator/layers/__init__.py,1,0
ml,road_simulator,roadsimulator/models/__init__.py,1,0
ml,road_simulator,roadsimulator/models/utils.py,274,0
ml,road_simulator,setup.py,1,0
ml,road_simulator,src/layers/layers.py,4,1
ml,road_simulator,src/layers/noise.py,2,1
ml,road_simulator,src/models/utils.py,274,0
ml,road_simulator,src/simulator.py,3,1
ml,road_simulator,example/model_cnn.py,274,0
ml,road_simulator,example/example.py,0,1
ml,road_simulator,example/example_dashed.py,4,1
ml,road_simulator,example/example_mini.py,274,0
ml,road_simulator,src/my_simulator_hangar.py,279,0
ml,road_simulator,src/colors.py,2,1
ml,road_simulator,src/basic_objects.py,2,1
ml,road_simulator,src/layers.py,279,0
ml,road_simulator,my_simulator_hangar.py,0,1
ml,road_simulator,basic_objects.py,279,0
ml,road_simulator,colors.py,279,0
ml,road_simulator,layers.py,0,1
ml,road_simulator,simulator.py,279,0
ml,pycolab,pycolab/examples/research/box_world/box_world.py,0,1
ml,pycolab,pycolab/engine.py,110,1
ml,pycolab,pycolab/ascii_art.py,660,0
ml,pycolab,pycolab/tests/ascii_art_test.py,0,1
ml,pycolab,pycolab/tests/scrolling_test.py,660,0
ml,pycolab,pycolab/tests/story_test.py,0,1
ml,pycolab,pycolab/examples/shockwave.py,660,0
ml,pycolab,setup.py,0,1
ml,pycolab,pycolab/examples/ordeal.py,0,1
ml,pycolab,pycolab/plot.py,341,1
ml,pycolab,pycolab/storytelling.py,0,1
ml,pycolab,pycolab/examples/classics/four_rooms.py,660,0
ml,pycolab,pycolab/tests/engine_test.py,273,1
ml,pycolab,pycolab/rendering.py,273,1
ml,pycolab,pycolab/things.py,660,0
ml,pycolab,pycolab/examples/research/lp-rnn/cued_catch.py,0,1
ml,pycolab,pycolab/examples/research/lp-rnn/sequence_recall.py,0,1
ml,pycolab,pycolab/examples/research/lp-rnn/t_maze.py,0,1
ml,pycolab,pycolab/examples/extraterrestrial_marauders.py,660,0
ml,pycolab,pycolab/tests/test_things.py,660,0
ml,pycolab,pycolab/cropping.py,0,1
ml,pycolab,pycolab/examples/better_scrolly_maze.py,110,1
ml,pycolab,pycolab/examples/scrolly_maze.py,660,0
ml,pycolab,pycolab/examples/tennnnnnnnnnnnnnnnnnnnnnnnis.py,0,1
ml,pycolab,pycolab/human_ui.py,660,0
ml,pycolab,pycolab/prefab_parts/drapes.py,660,0
ml,pycolab,pycolab/protocols/scrolling.py,660,0
ml,pycolab,pycolab/tests/cropping_test.py,0,1
ml,pycolab,pycolab/examples/aperture.py,660,0
ml,pycolab,pycolab/prefab_parts/sprites.py,660,0
ml,pycolab,pycolab/tests/maze_walker_test.py,660,0
ml,pycolab,pycolab/examples/warehouse_manager.py,660,0
ml,pycolab,pycolab/__init__.py,660,0
ml,pycolab,pycolab/examples/__init__.py,660,0
ml,pycolab,pycolab/examples/apprehend.py,660,0
ml,pycolab,pycolab/examples/classics/__init__.py,660,0
ml,pycolab,pycolab/examples/classics/chain_walk.py,660,0
ml,pycolab,pycolab/examples/classics/cliff_walk.py,660,0
ml,pycolab,pycolab/examples/fluvial_natation.py,660,0
ml,pycolab,pycolab/examples/hello_world.py,660,0
ml,pycolab,pycolab/prefab_parts/__init__.py,660,0
ml,pycolab,pycolab/protocols/__init__.py,660,0
ml,pycolab,pycolab/protocols/logging.py,660,0
ml,pycolab,pycolab/tests/__init__.py,660,0
ml,pycolab,__init__.py,0,1
ml,pycolab,ascii_art.py,0,1
ml,pycolab,engine.py,0,1
ml,pycolab,examples/__init__.py,0,1
ml,pycolab,examples/aperture.py,0,1
ml,pycolab,examples/apprehend.py,0,1
ml,pycolab,examples/classics/__init__.py,0,1
ml,pycolab,examples/classics/chain_walk.py,0,1
ml,pycolab,examples/classics/cliff_walk.py,0,1
ml,pycolab,examples/classics/four_rooms.py,0,1
ml,pycolab,examples/extraterrestrial_marauders.py,0,1
ml,pycolab,examples/fluvial_natation.py,0,1
ml,pycolab,examples/hello_world.py,0,1
ml,pycolab,examples/scrolly_maze.py,0,1
ml,pycolab,examples/shockwave.py,0,1
ml,pycolab,examples/warehouse_manager.py,0,1
ml,pycolab,human_ui.py,0,1
ml,pycolab,plot.py,0,1
ml,pycolab,prefab_parts/__init__.py,0,1
ml,pycolab,prefab_parts/drapes.py,0,1
ml,pycolab,prefab_parts/sprites.py,0,1
ml,pycolab,protocols/__init__.py,0,1
ml,pycolab,protocols/logging.py,0,1
ml,pycolab,protocols/scrolling.py,0,1
ml,pycolab,rendering.py,0,1
ml,pycolab,tests/__init__.py,0,1
ml,pycolab,tests/engine_test.py,0,1
ml,pycolab,tests/maze_walker_test.py,0,1
ml,pycolab,tests/scrolling_test.py,0,1
ml,pycolab,tests/test_things.py,0,1
ml,pycolab,things.py,0,1
ml,deepdrive-universe,main.py,41,0
ml,deepdrive-universe,drivers/deepdrive_tf/layers.py,0,1
ml,deepdrive-universe,driver_base.py,41,0
ml,deepdrive-universe,drivers/deepdrive_tf/deep_driver_tf.py,0,1
ml,deepdrive-universe,drivers/deepdrive_tf/gtanet.py,25,0
ml,deepdrive-universe,drivers/deepdrive_tf/train/__init__.py,41,0
ml,deepdrive-universe,drivers/deepdrive_tf/train/data_utils.py,6,0
ml,deepdrive-universe,drivers/deepdrive_tf/train/layers.py,18,1
ml,deepdrive-universe,drivers/deepdrive_tf/train/train_gtanet.py,6,0
ml,deepdrive-universe,benchmark.py,41,0
ml,deepdrive-universe,drivers/deepdrive/deep_driver.py,41,0
ml,deepdrive-universe,drivers/deepdrive_tf/__init__.py,41,0
ml,deepdrive-universe,drivers/deepdrive-tf/__init__.py,41,0
ml,deepdrive-universe,GameSettingsEvent.py,37,0
ml,deepdrive-universe,drivers/__init__.py,41,0
ml,deepdrive-universe,drivers/deepdrive/__init__.py,41,0
ml,deepdrive-universe,gtav_driver.py,41,0
ml,rainbow,main.py,1556,0
ml,rainbow,memory.py,49,1
ml,rainbow,model.py,1556,0
ml,rainbow,agent.py,27,1
ml,rainbow,test.py,616,1
ml,rainbow,env.py,77,1
ml,rainbow,utils.py,1556,0
ml,deeppavlov,deeppavlov/_meta.py,1651,0
ml,deeppavlov,tests/test_quick_start.py,21,1
ml,deeppavlov,deeppavlov/core/data/utils.py,47,1
ml,deeppavlov,setup.py,245,1
ml,deeppavlov,deeppavlov/core/commands/train.py,276,1
ml,deeppavlov,utils/prepare/optimize_ipynb.py,0,1
ml,deeppavlov,deeppavlov/models/preprocessors/torch_transformers_preprocessor.py,1140,1
ml,deeppavlov,deeppavlov/models/torch_bert/torch_transformers_sequence_tagger.py,1571,0
ml,deeppavlov,deeppavlov/models/kbqa/utils.py,0,1
ml,deeppavlov,deeppavlov/metrics/accuracy.py,674,1
ml,deeppavlov,deeppavlov/metrics/fmeasure.py,2016,1
ml,deeppavlov,deeppavlov/metrics/log_loss.py,312,1
ml,deeppavlov,deeppavlov/metrics/roc_auc_score.py,106,1
ml,deeppavlov,deeppavlov/utils/benchmarks/__init__.py,2544,0
ml,deeppavlov,deeppavlov/utils/benchmarks/benchmarks.py,0,1
ml,deeppavlov,deeppavlov/utils/benchmarks/superglue.py,0,1
ml,deeppavlov,deeppavlov/models/classifiers/dnnc_proba2labels.py,0,1
ml,deeppavlov,deeppavlov/models/preprocessors/dnnc_preprocessor.py,0,1
ml,deeppavlov,deeppavlov/core/models/lr_scheduled_model.py,85,1
ml,deeppavlov,deeppavlov/core/models/torch_model.py,0,1
ml,deeppavlov,deeppavlov/models/classifiers/torch_classification_model.py,0,1
ml,deeppavlov,deeppavlov/models/relation_extraction/relation_extraction_bert.py,0,1
ml,deeppavlov,deeppavlov/models/torch_bert/multitask_transformer.py,0,1
ml,deeppavlov,deeppavlov/models/torch_bert/torch_bert_ranker.py,0,1
ml,deeppavlov,deeppavlov/models/torch_bert/torch_transformers_classifier.py,1571,0
ml,deeppavlov,deeppavlov/models/torch_bert/torch_transformers_el_ranker.py,0,1
ml,deeppavlov,deeppavlov/models/torch_bert/torch_transformers_multiplechoice.py,356,1
ml,deeppavlov,deeppavlov/models/torch_bert/torch_transformers_nll_ranking.py,0,1
ml,deeppavlov,deeppavlov/models/torch_bert/torch_transformers_squad.py,1042,1
ml,deeppavlov,deeppavlov/models/torch_bert/torch_transformers_syntax_parser.py,0,1
ml,deeppavlov,deeppavlov/dataset_iterators/morphotagger_iterator.py,1838,1
ml,deeppavlov,deeppavlov/dataset_readers/morphotagging_dataset_reader.py,1838,1
ml,deeppavlov,deeppavlov/models/morpho_syntax_parser/__init__.py,2544,0
ml,deeppavlov,deeppavlov/models/morpho_syntax_parser/dependency_decoding.py,0,1
ml,deeppavlov,deeppavlov/models/morpho_syntax_parser/joint.py,0,1
ml,deeppavlov,deeppavlov/models/morpho_syntax_parser/spacy_lemmatizer.py,2026,1
ml,deeppavlov,deeppavlov/models/morpho_syntax_parser/syntax_parsing.py,0,1
ml,deeppavlov,deeppavlov/models/tokenizers/lazy_tokenizer.py,2034,1
ml,deeppavlov,docs/conf.py,1564,1
ml,deeppavlov,deeppavlov/models/doc_retrieval/bpr.py,0,1
ml,deeppavlov,deeppavlov/models/doc_retrieval/tfidf_ranker.py,2425,0
ml,deeppavlov,deeppavlov/models/doc_retrieval/utils.py,1112,1
ml,deeppavlov,deeppavlov/models/tokenizers/spacy_tokenizer.py,232,1
ml,deeppavlov,deeppavlov/models/vectorizers/hashing_tfidf_vectorizer.py,243,1
ml,deeppavlov,deeppavlov/dataset_readers/sq_reader.py,572,1
ml,deeppavlov,deeppavlov/models/entity_extraction/entity_detection_parser.py,1643,0
ml,deeppavlov,deeppavlov/models/entity_extraction/entity_linking.py,0,1
ml,deeppavlov,deeppavlov/models/entity_extraction/find_word.py,0,1
ml,deeppavlov,deeppavlov/models/entity_extraction/ner_chunker.py,0,1
ml,deeppavlov,deeppavlov/models/kbqa/query_generator.py,0,1
ml,deeppavlov,deeppavlov/models/kbqa/query_generator_base.py,0,1
ml,deeppavlov,deeppavlov/models/kbqa/rel_ranking_infer.py,0,1
ml,deeppavlov,deeppavlov/models/kbqa/ru_adj_to_noun.py,0,1
ml,deeppavlov,deeppavlov/models/kbqa/tree_to_sparql.py,69,1
ml,deeppavlov,deeppavlov/models/kbqa/type_define.py,0,1
ml,deeppavlov,deeppavlov/models/kbqa/wiki_parser.py,706,1
ml,deeppavlov,deeppavlov/dataset_iterators/sqlite_iterator.py,243,1
ml,deeppavlov,deeppavlov/dataset_readers/basic_classification_reader.py,202,1
ml,deeppavlov,deeppavlov/dataset_readers/docred_reader.py,0,1
ml,deeppavlov,deeppavlov/dataset_readers/huggingface_dataset_reader.py,613,1
ml,deeppavlov,deeppavlov/dataset_readers/imdb_reader.py,0,1
ml,deeppavlov,deeppavlov/dataset_readers/rured_reader.py,0,1
ml,deeppavlov,deeppavlov/deep.py,643,1
ml,deeppavlov,deeppavlov/models/embedders/abstract_embedder.py,308,1
ml,deeppavlov,deeppavlov/models/embedders/fasttext_embedder.py,238,1
ml,deeppavlov,deeppavlov/models/embedders/tfidf_weighted_embedder.py,0,1
ml,deeppavlov,deeppavlov/models/preprocessors/str_utf8_encoder.py,3,1
ml,deeppavlov,deeppavlov/utils/agent/__init__.py,1792,0
ml,deeppavlov,deeppavlov/utils/agent/messages.py,0,1
ml,deeppavlov,deeppavlov/utils/agent/rabbitmq.py,16,1
ml,deeppavlov,deeppavlov/utils/agent/server.py,0,1
ml,deeppavlov,deeppavlov/core/common/params.py,2558,0
ml,deeppavlov,deeppavlov/core/data/simple_vocab.py,451,1
ml,deeppavlov,deeppavlov/core/trainers/fit_trainer.py,0,1
ml,deeppavlov,deeppavlov/core/trainers/utils.py,0,1
ml,deeppavlov,deeppavlov/dataset_iterators/huggingface_dataset_iterator.py,0,1
ml,deeppavlov,deeppavlov/dataset_iterators/multitask_iterator.py,954,1
ml,deeppavlov,deeppavlov/dataset_readers/conll2003_reader.py,2492,0
ml,deeppavlov,deeppavlov/dataset_readers/multitask_reader.py,954,1
ml,deeppavlov,deeppavlov/dataset_readers/squad_dataset_reader.py,363,1
ml,deeppavlov,deeppavlov/metrics/record_metrics.py,0,1
ml,deeppavlov,deeppavlov/models/classifiers/proba2labels.py,0,1
ml,deeppavlov,deeppavlov/models/preprocessors/multitask_preprocessor.py,0,1
ml,deeppavlov,deeppavlov/dataset_iterators/basic_classification_iterator.py,232,1
ml,deeppavlov,deeppavlov/models/tokenizers/ru_tokenizer.py,232,1
ml,deeppavlov,utils/prepare/upload.py,0,1
ml,deeppavlov,deeppavlov/__init__.py,242,1
ml,deeppavlov,deeppavlov/core/commands/infer.py,275,1
ml,deeppavlov,deeppavlov/download.py,300,1
ml,deeppavlov,deeppavlov/models/__init__.py,255,1
ml,deeppavlov,deeppavlov/models/classifiers/cos_sim_classifier.py,0,1
ml,deeppavlov,deeppavlov/models/classifiers/re_bert.py,1182,0
ml,deeppavlov,deeppavlov/models/doc_retrieval/pop_ranker.py,0,1
ml,deeppavlov,deeppavlov/models/preprocessors/ner_preprocessor.py,0,1
ml,deeppavlov,deeppavlov/models/sklearn/sklearn_component.py,0,1
ml,deeppavlov,deeppavlov/models/spelling_correction/brillmoore/error_model.py,242,1
ml,deeppavlov,deeppavlov/vocabs/typos.py,242,1
ml,deeppavlov,deeppavlov/core/trainers/nn_trainer.py,0,1
ml,deeppavlov,deeppavlov/core/common/chainer.py,484,1
ml,deeppavlov,deeppavlov/core/models/component.py,242,1
ml,deeppavlov,deeppavlov/core/models/serializable.py,247,1
ml,deeppavlov,deeppavlov/models/api_requester/api_requester.py,500,1
ml,deeppavlov,deeppavlov/utils/server/server.py,472,1
ml,deeppavlov,deeppavlov/core/common/file.py,275,1
ml,deeppavlov,deeppavlov/models/preprocessors/re_preprocessor.py,0,1
ml,deeppavlov,deeppavlov/dataset_readers/torchtext_classification_data_reader.py,0,1
ml,deeppavlov,deeppavlov/core/common/metrics_registry.py,654,1
ml,deeppavlov,deeppavlov/core/common/check_gpu.py,274,1
ml,deeppavlov,deeppavlov/core/layers/__init__.py,2544,0
ml,deeppavlov,deeppavlov/core/layers/keras_layers.py,116,1
ml,deeppavlov,deeppavlov/core/layers/tf_attention_mechanisms.py,129,1
ml,deeppavlov,deeppavlov/core/layers/tf_csoftmax_attention.py,129,1
ml,deeppavlov,deeppavlov/core/layers/tf_layers.py,144,1
ml,deeppavlov,deeppavlov/core/models/gru.py,2440,0
ml,deeppavlov,deeppavlov/core/models/keras_model.py,462,1
ml,deeppavlov,deeppavlov/core/models/tf_backend.py,254,1
ml,deeppavlov,deeppavlov/core/models/tf_model.py,2552,0
ml,deeppavlov,deeppavlov/models/ranking/keras_siamese_model.py,0,1
ml,deeppavlov,deeppavlov/models/ranking/matching_models/__init__.py,2544,0
ml,deeppavlov,deeppavlov/models/ranking/matching_models/dam_utils/__init__.py,2544,0
ml,deeppavlov,deeppavlov/models/ranking/matching_models/dam_utils/layers.py,0,1
ml,deeppavlov,deeppavlov/models/ranking/matching_models/dam_utils/operations.py,0,1
ml,deeppavlov,deeppavlov/models/ranking/siamese_model.py,208,1
ml,deeppavlov,deeppavlov/models/ranking/tf_base_matching_model.py,191,1
ml,deeppavlov,tests/test_tf_layers.py,2282,0
ml,deeppavlov,deeppavlov/core/commands/utils.py,1653,1
ml,deeppavlov,deeppavlov/core/common/log_events.py,0,1
ml,deeppavlov,deeppavlov/models/bert/__init__.py,2544,0
ml,deeppavlov,deeppavlov/models/bert/bert_sequence_tagger.py,252,1
ml,deeppavlov,deeppavlov/models/morpho_tagger/__init__.py,2364,0
ml,deeppavlov,deeppavlov/models/morpho_tagger/__main__.py,2364,0
ml,deeppavlov,deeppavlov/models/morpho_tagger/cells.py,502,1
ml,deeppavlov,deeppavlov/models/morpho_tagger/common.py,539,1
ml,deeppavlov,deeppavlov/models/morpho_tagger/common_tagger.py,502,1
ml,deeppavlov,deeppavlov/models/morpho_tagger/lemmatizer.py,118,1
ml,deeppavlov,deeppavlov/models/preprocessors/bert_preprocessor.py,43,1
ml,deeppavlov,deeppavlov/models/syntax_parser/__init__.py,2544,0
ml,deeppavlov,deeppavlov/models/syntax_parser/joint.py,0,1
ml,deeppavlov,deeppavlov/models/syntax_parser/network.py,0,1
ml,deeppavlov,deeppavlov/models/syntax_parser/parser.py,0,1
ml,deeppavlov,deeppavlov/models/vectorizers/word_vectorizer.py,89,1
ml,deeppavlov,deeppavlov/core/common/aliases.py,1593,1
ml,deeppavlov,deeppavlov/models/bert/bert_classifier.py,0,1
ml,deeppavlov,deeppavlov/models/classifiers/keras_classification_model.py,373,1
ml,deeppavlov,deeppavlov/dataset_readers/intent_catcher_reader.py,0,1
ml,deeppavlov,deeppavlov/models/intent_catcher/__init__.py,2544,0
ml,deeppavlov,deeppavlov/models/intent_catcher/intent_catcher.py,0,1
ml,deeppavlov,deeppavlov/core/data/sqlite_database.py,83,1
ml,deeppavlov,deeppavlov/dataset_iterators/dialog_iterator.py,851,1
ml,deeppavlov,deeppavlov/dataset_iterators/dstc2_intents_iterator.py,232,1
ml,deeppavlov,deeppavlov/dataset_iterators/file_paths_iterator.py,3,1
ml,deeppavlov,deeppavlov/dataset_iterators/kvret_dialog_iterator.py,135,1
ml,deeppavlov,deeppavlov/dataset_readers/file_paths_reader.py,3,1
ml,deeppavlov,deeppavlov/dataset_readers/kbqa_reader.py,96,1
ml,deeppavlov,deeppavlov/dataset_readers/kvret_reader.py,135,1
ml,deeppavlov,deeppavlov/dataset_readers/md_yaml_dialogs_reader.py,135,1
ml,deeppavlov,deeppavlov/dataset_readers/siamese_reader.py,0,1
ml,deeppavlov,deeppavlov/dataset_readers/ubuntu_v2_mt_reader.py,208,1
ml,deeppavlov,deeppavlov/models/embedders/bow_embedder.py,252,1
ml,deeppavlov,deeppavlov/models/embedders/glove_embedder.py,238,1
ml,deeppavlov,deeppavlov/models/kbqa/sentence_answer.py,0,1
ml,deeppavlov,deeppavlov/models/preprocessors/assemble_embeddings_matrix.py,125,1
ml,deeppavlov,deeppavlov/models/preprocessors/capitalization.py,122,1
ml,deeppavlov,deeppavlov/models/preprocessors/char_splitter.py,258,1
ml,deeppavlov,deeppavlov/models/preprocessors/random_embeddings_matrix.py,276,1
ml,deeppavlov,deeppavlov/models/preprocessors/russian_lemmatizer.py,258,1
ml,deeppavlov,deeppavlov/models/ranking/bilstm_siamese_network.py,0,1
ml,deeppavlov,deeppavlov/models/ranking/rel_ranker.py,0,1
ml,deeppavlov,deeppavlov/models/slotfill/__init__.py,2544,0
