cohort,repo,file,time_days,event_observed
nonml,pigar,pigar/_vendor/pip/_internal/network/lazy_wheel.py,0,1
nonml,pigar,pigar/_vendor/pip/_internal/network/session.py,0,1
nonml,pigar,pigar/_vendor/pip/_internal/network/utils.py,0,1
nonml,pigar,pigar/_vendor/pip/_internal/network/xmlrpc.py,0,1
nonml,pigar,pigar/_vendor/pip/_internal/operations/build/build_tracker.py,1072,0
nonml,pigar,pigar/_vendor/pip/_internal/operations/build/metadata.py,0,1
nonml,pigar,pigar/_vendor/pip/_internal/operations/build/metadata_editable.py,0,1
nonml,pigar,pigar/_vendor/pip/_internal/operations/build/metadata_legacy.py,0,1
nonml,pigar,pigar/_vendor/pip/_internal/operations/build/wheel.py,0,1
nonml,pigar,pigar/_vendor/pip/_internal/operations/build/wheel_editable.py,0,1
nonml,pigar,pigar/_vendor/pip/_internal/operations/build/wheel_legacy.py,0,1
nonml,pigar,pigar/_vendor/pip/_internal/operations/check.py,0,1
nonml,pigar,pigar/_vendor/pip/_internal/operations/freeze.py,0,1
nonml,pigar,pigar/_vendor/pip/_internal/operations/install/__init__.py,0,1
nonml,pigar,pigar/_vendor/pip/_internal/operations/install/editable_legacy.py,0,1
nonml,pigar,pigar/_vendor/pip/_internal/operations/install/wheel.py,1072,1
nonml,pigar,pigar/_vendor/pip/_internal/operations/prepare.py,0,1
nonml,pigar,pigar/_vendor/pip/_internal/pyproject.py,0,1
nonml,pigar,pigar/_vendor/pip/_internal/req/__init__.py,0,1
nonml,pigar,pigar/_vendor/pip/_internal/req/constructors.py,1072,1
nonml,pigar,pigar/_vendor/pip/_internal/req/req_dependency_group.py,0,1
nonml,pigar,pigar/_vendor/pip/_internal/req/req_file.py,0,1
nonml,pigar,pigar/_vendor/pip/_internal/req/req_install.py,0,1
nonml,pigar,pigar/_vendor/pip/_internal/req/req_set.py,0,1
nonml,pigar,pigar/_vendor/pip/_internal/req/req_uninstall.py,0,1
nonml,pigar,pigar/_vendor/pip/_internal/resolution/base.py,1072,0
nonml,pigar,pigar/_vendor/pip/_internal/resolution/legacy/resolver.py,0,1
nonml,pigar,pigar/_vendor/pip/_internal/resolution/resolvelib/base.py,0,1
nonml,pigar,pigar/_vendor/pip/_internal/resolution/resolvelib/candidates.py,441,1
nonml,pigar,pigar/_vendor/pip/_internal/resolution/resolvelib/factory.py,1072,1
nonml,pigar,pigar/_vendor/pip/_internal/resolution/resolvelib/found_candidates.py,0,1
nonml,pigar,pigar/_vendor/pip/_internal/resolution/resolvelib/provider.py,1072,1
nonml,pigar,pigar/_vendor/pip/_internal/resolution/resolvelib/reporter.py,1072,1
nonml,pigar,pigar/_vendor/pip/_internal/resolution/resolvelib/requirements.py,441,1
nonml,pigar,pigar/_vendor/pip/_internal/resolution/resolvelib/resolver.py,0,1
nonml,pigar,pigar/_vendor/pip/_internal/self_outdated_check.py,441,1
nonml,pigar,pigar/_vendor/pip/_internal/utils/appdirs.py,0,1
nonml,pigar,pigar/_vendor/pip/_internal/utils/compat.py,0,1
nonml,pigar,pigar/_vendor/pip/_internal/utils/compatibility_tags.py,0,1
nonml,pigar,pigar/_vendor/pip/_internal/utils/datetime.py,0,1
nonml,pigar,pigar/_vendor/pip/_internal/utils/deprecation.py,0,1
nonml,pigar,pigar/_vendor/pip/_internal/utils/direct_url_helpers.py,1072,0
nonml,pigar,pigar/_vendor/pip/_internal/utils/egg_link.py,0,1
nonml,pigar,pigar/_vendor/pip/_internal/utils/encoding.py,1072,0
nonml,pigar,pigar/_vendor/pip/_internal/utils/entrypoints.py,0,1
nonml,pigar,pigar/_vendor/pip/_internal/utils/filesystem.py,0,1
nonml,pigar,pigar/_vendor/pip/_internal/utils/filetypes.py,0,1
nonml,pigar,pigar/_vendor/pip/_internal/utils/glibc.py,1072,1
nonml,pigar,pigar/_vendor/pip/_internal/utils/hashes.py,0,1
nonml,pigar,pigar/_vendor/pip/_internal/utils/logging.py,0,1
nonml,pigar,pigar/_vendor/pip/_internal/utils/misc.py,579,1
nonml,pigar,pigar/_vendor/pip/_internal/utils/packaging.py,0,1
nonml,pigar,pigar/_vendor/pip/_internal/utils/retry.py,0,1
nonml,pigar,pigar/_vendor/pip/_internal/utils/setuptools_build.py,0,1
nonml,pigar,pigar/_vendor/pip/_internal/utils/subprocess.py,0,1
nonml,pigar,pigar/_vendor/pip/_internal/utils/temp_dir.py,0,1
nonml,pigar,pigar/_vendor/pip/_internal/utils/unpacking.py,0,1
nonml,pigar,pigar/_vendor/pip/_internal/utils/urls.py,0,1
nonml,pigar,pigar/_vendor/pip/_internal/utils/virtualenv.py,0,1
nonml,pigar,pigar/_vendor/pip/_internal/utils/wheel.py,0,1
nonml,pigar,pigar/_vendor/pip/_internal/vcs/bazaar.py,1072,0
nonml,pigar,pigar/_vendor/pip/_internal/vcs/git.py,0,1
nonml,pigar,pigar/_vendor/pip/_internal/vcs/mercurial.py,0,1
nonml,pigar,pigar/_vendor/pip/_internal/vcs/subversion.py,0,1
nonml,pigar,pigar/_vendor/pip/_internal/vcs/versioncontrol.py,0,1
nonml,pigar,pigar/_vendor/pip/_internal/wheel_builder.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/__init__.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/cachecontrol/__init__.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/cachecontrol/adapter.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/cachecontrol/cache.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/cachecontrol/caches/file_cache.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/cachecontrol/controller.py,348,1
nonml,pigar,pigar/_vendor/pip/_vendor/cachecontrol/filewrapper.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/cachecontrol/heuristics.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/certifi/__init__.py,978,0
nonml,pigar,pigar/_vendor/pip/_vendor/certifi/core.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/dependency_groups/__init__.py,0,0
nonml,pigar,pigar/_vendor/pip/_vendor/dependency_groups/__main__.py,0,0
nonml,pigar,pigar/_vendor/pip/_vendor/dependency_groups/_implementation.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/dependency_groups/_lint_dependency_groups.py,0,0
nonml,pigar,pigar/_vendor/pip/_vendor/dependency_groups/_pip_wrapper.py,0,0
nonml,pigar,pigar/_vendor/pip/_vendor/dependency_groups/_toml_compat.py,0,0
nonml,pigar,pigar/_vendor/pip/_vendor/distlib/__init__.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/distlib/compat.py,348,1
nonml,pigar,pigar/_vendor/pip/_vendor/distlib/index.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/distlib/manifest.py,348,1
nonml,pigar,pigar/_vendor/pip/_vendor/distlib/scripts.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/distlib/util.py,348,1
nonml,pigar,pigar/_vendor/pip/_vendor/idna/__init__.py,978,0
nonml,pigar,pigar/_vendor/pip/_vendor/idna/codec.py,978,0
nonml,pigar,pigar/_vendor/pip/_vendor/idna/compat.py,978,0
nonml,pigar,pigar/_vendor/pip/_vendor/idna/core.py,978,0
nonml,pigar,pigar/_vendor/pip/_vendor/idna/idnadata.py,978,0
nonml,pigar,pigar/_vendor/pip/_vendor/idna/intranges.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/idna/package_data.py,978,0
nonml,pigar,pigar/_vendor/pip/_vendor/idna/uts46data.py,978,0
nonml,pigar,pigar/_vendor/pip/_vendor/msgpack/__init__.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/msgpack/ext.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/msgpack/fallback.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/packaging/__init__.py,978,0
nonml,pigar,pigar/_vendor/pip/_vendor/packaging/_elffile.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/packaging/_manylinux.py,485,1
nonml,pigar,pigar/_vendor/pip/_vendor/packaging/_parser.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/packaging/_tokenizer.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/packaging/licenses/__init__.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/packaging/licenses/_spdx.py,0,0
nonml,pigar,pigar/_vendor/pip/_vendor/packaging/markers.py,978,1
nonml,pigar,pigar/_vendor/pip/_vendor/packaging/metadata.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/packaging/specifiers.py,485,1
nonml,pigar,pigar/_vendor/pip/_vendor/packaging/tags.py,978,1
nonml,pigar,pigar/_vendor/pip/_vendor/packaging/utils.py,978,1
nonml,pigar,pigar/_vendor/pip/_vendor/packaging/version.py,978,1
nonml,pigar,pigar/_vendor/pip/_vendor/pkg_resources/__init__.py,978,1
nonml,pigar,pigar/_vendor/pip/_vendor/platformdirs/__init__.py,485,1
nonml,pigar,pigar/_vendor/pip/_vendor/platformdirs/android.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/platformdirs/api.py,97,1
nonml,pigar,pigar/_vendor/pip/_vendor/platformdirs/macos.py,485,1
nonml,pigar,pigar/_vendor/pip/_vendor/platformdirs/unix.py,485,1
nonml,pigar,pigar/_vendor/pip/_vendor/platformdirs/version.py,978,0
nonml,pigar,pigar/_vendor/pip/_vendor/pygments/__init__.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/pygments/__main__.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/pygments/cmdline.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/pygments/console.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/pygments/filter.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/pygments/filters/__init__.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/pygments/formatter.py,348,1
nonml,pigar,pigar/_vendor/pip/_vendor/pygments/formatters/__init__.py,348,1
nonml,pigar,pigar/_vendor/pip/_vendor/pygments/formatters/bbcode.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/pygments/formatters/groff.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/pygments/formatters/html.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/pygments/formatters/img.py,485,1
nonml,pigar,pigar/_vendor/pip/_vendor/pygments/formatters/irc.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/pygments/formatters/latex.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/pygments/formatters/other.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/pygments/formatters/pangomarkup.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/pygments/formatters/rtf.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/pygments/formatters/svg.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/pygments/formatters/terminal.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/pygments/formatters/terminal256.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/pygments/lexer.py,485,1
nonml,pigar,pigar/_vendor/pip/_vendor/pygments/lexers/__init__.py,348,1
nonml,pigar,pigar/_vendor/pip/_vendor/pygments/lexers/_mapping.py,978,0
nonml,pigar,pigar/_vendor/pip/_vendor/pygments/lexers/python.py,348,1
nonml,pigar,pigar/_vendor/pip/_vendor/pygments/modeline.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/pygments/plugin.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/pygments/regexopt.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/pygments/scanner.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/pygments/sphinxext.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/pygments/style.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/pygments/styles/__init__.py,348,1
nonml,pigar,pigar/_vendor/pip/_vendor/pygments/styles/_mapping.py,492,0
nonml,pigar,pigar/_vendor/pip/_vendor/pygments/token.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/pygments/unistring.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/pygments/util.py,348,1
nonml,pigar,pigar/_vendor/pip/_vendor/pyproject_hooks/__init__.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/pyproject_hooks/_compat.py,978,0
nonml,pigar,pigar/_vendor/pip/_vendor/pyproject_hooks/_impl.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/pyproject_hooks/_in_process/__init__.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/pyproject_hooks/_in_process/_in_process.py,978,1
nonml,pigar,pigar/_vendor/pip/_vendor/requests/__version__.py,978,0
nonml,pigar,pigar/_vendor/pip/_vendor/requests/adapters.py,485,1
nonml,pigar,pigar/_vendor/pip/_vendor/requests/certs.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/requests/compat.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/requests/models.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/requests/sessions.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/requests/utils.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/resolvelib/__init__.py,978,0
nonml,pigar,pigar/_vendor/pip/_vendor/resolvelib/compat/collections_abc.py,978,0
nonml,pigar,pigar/_vendor/pip/_vendor/resolvelib/providers.py,978,1
nonml,pigar,pigar/_vendor/pip/_vendor/resolvelib/reporters.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/resolvelib/resolvers/__init__.py,0,0
nonml,pigar,pigar/_vendor/pip/_vendor/resolvelib/resolvers/abstract.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/resolvelib/resolvers/criterion.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/resolvelib/resolvers/exceptions.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/resolvelib/resolvers/resolution.py,978,0
nonml,pigar,pigar/_vendor/pip/_vendor/resolvelib/structs.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/rich/__main__.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/rich/_inspect.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/rich/_null_file.py,978,0
nonml,pigar,pigar/_vendor/pip/_vendor/rich/_ratio.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/rich/_win32_console.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/rich/align.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/rich/ansi.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/rich/box.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/rich/cells.py,485,1
nonml,pigar,pigar/_vendor/pip/_vendor/rich/color.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/rich/console.py,978,1
nonml,pigar,pigar/_vendor/pip/_vendor/rich/control.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/rich/default_styles.py,978,0
nonml,pigar,pigar/_vendor/pip/_vendor/rich/diagnose.py,978,0
nonml,pigar,pigar/_vendor/pip/_vendor/rich/emoji.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/rich/filesize.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/rich/highlighter.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/rich/live.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/rich/live_render.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/rich/logging.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/rich/padding.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/rich/panel.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/rich/pretty.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/rich/progress.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/rich/progress_bar.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/rich/prompt.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/rich/segment.py,978,1
nonml,pigar,pigar/_vendor/pip/_vendor/rich/spinner.py,97,1
nonml,pigar,pigar/_vendor/pip/_vendor/rich/style.py,97,1
nonml,pigar,pigar/_vendor/pip/_vendor/rich/syntax.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/rich/table.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/rich/text.py,485,1
nonml,pigar,pigar/_vendor/pip/_vendor/rich/theme.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/rich/traceback.py,978,1
nonml,pigar,pigar/_vendor/pip/_vendor/rich/tree.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/tenacity/__init__.py,97,1
nonml,pigar,pigar/_vendor/pip/_vendor/tenacity/_asyncio.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/tenacity/_utils.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/tenacity/after.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/tenacity/before.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/tenacity/before_sleep.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/tenacity/nap.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/tenacity/retry.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/tenacity/stop.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/tenacity/tornadoweb.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/tenacity/wait.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/tomli/__init__.py,978,0
nonml,pigar,pigar/_vendor/pip/_vendor/tomli/_parser.py,978,1
nonml,pigar,pigar/_vendor/pip/_vendor/tomli/_re.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/tomli_w/__init__.py,0,0
nonml,pigar,pigar/_vendor/pip/_vendor/tomli_w/_writer.py,0,0
nonml,pigar,pigar/_vendor/pip/_vendor/truststore/__init__.py,630,0
nonml,pigar,pigar/_vendor/pip/_vendor/truststore/_api.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/truststore/_macos.py,630,1
nonml,pigar,pigar/_vendor/pip/_vendor/truststore/_openssl.py,630,0
nonml,pigar,pigar/_vendor/pip/_vendor/truststore/_windows.py,630,0
nonml,pigar,pigar/_vendor/pip/_vendor/typing_extensions.py,485,1
nonml,pigar,pigar/_vendor/pip/_vendor/urllib3/_version.py,978,0
nonml,pigar,pigar/_vendor/pip/_vendor/urllib3/connection.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/urllib3/connectionpool.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/urllib3/util/retry.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/urllib3/util/ssl_.py,0,1
nonml,pigar,pigar/core.py,0,1
nonml,pigar,pigar/helpers.py,1624,1
nonml,pigar,pigar/__main__.py,2620,1
nonml,pigar,pigar/_vendor/pip/_vendor/requests/packages.py,978,0
nonml,pigar,pigar/_vendor/pip/_internal/models/candidate.py,1072,0
nonml,pigar,pigar/_vendor/pip/_internal/models/scheme.py,0,1
nonml,pigar,pigar/_vendor/pip/_internal/utils/_jaraco_text.py,0,1
nonml,pigar,pigar/_vendor/pip/_internal/utils/models.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/cachecontrol/serialize.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/chardet/__init__.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/chardet/big5freq.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/chardet/big5prober.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/chardet/chardistribution.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/chardet/charsetgroupprober.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/chardet/charsetprober.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/chardet/cli/__init__.py,3693,0
nonml,pigar,pigar/_vendor/pip/_vendor/chardet/cli/chardetect.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/chardet/codingstatemachine.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/chardet/codingstatemachinedict.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/chardet/cp949prober.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/chardet/enums.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/chardet/escprober.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/chardet/escsm.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/chardet/eucjpprober.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/chardet/euckrfreq.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/chardet/euckrprober.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/chardet/euctwfreq.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/chardet/euctwprober.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/chardet/gb2312freq.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/chardet/gb2312prober.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/chardet/hebrewprober.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/chardet/jisfreq.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/chardet/johabfreq.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/chardet/johabprober.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/chardet/jpcntx.py,0,1
nonml,pigar,pigar/_vendor/pip/_vendor/chardet/langbulgarianmodel.py,978,0
nonml,pigar,pigar/_vendor/pip/_vendor/chardet/langgreekmodel.py,978,0
